,Name,Position,Year,Week,Rank,Team,Standard Pts,Pass_Att,Pass_Cmp,Pass_Yds,Pass_TD,Int,Pass_2Pt,Rush_Att,Rush_Yds,Rush_TD,Rush_2Pt,Rec,Rec_Yds,Rec_TD,Rec_2Pt,FL,FL_TD,Half PPR Pts,PPR Pts,XPA,XPM,FGA,FGM,50_Plus,DST_Sack,DST_Int,DST_Saf,DST_FR,DST_Blk,DST_TD,DST_PA,DST_Pass_Yds,DST_Rush_Yds,DST_Tot_Yds
3563,Foster Moreau,TE,2022,11,23,LV,4.0,0,0,0,0,0,0,0,0,0,0,1,33,0,0,0,0,4.5,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3564,Chigoziem Okonkwo,TE,2022,11,24,TEN,4.0,0,0,0,0,0,0,0,0,0,0,1,31,0,0,0,0,4.5,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3565,Adam Trautman,TE,2022,11,25,NO,4.0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,5.5,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3566,Brock Wright,TE,2022,11,26,DET,4.0,0,0,0,0,0,0,0,0,0,0,2,20,0,0,0,0,5.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3567,Tyler Conklin,TE,2022,11,27,NYJ,3.0,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,4.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3568,Jake Ferguson,TE,2022,11,28,DAL,3.0,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,4.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3569,Noah Gray,TE,2022,11,29,KC,3.0,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,4.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3570,Hunter Henry,TE,2022,11,30,NE,3.0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,3.5,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3571,David Njoku,TE,2022,11,31,CLE,3.0,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0,4.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3572,Eric Saubert,TE,2022,11,32,DEN,3.0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,4.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3573,Robert Tonyan,TE,2022,11,33,GB,3.0,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0,4.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3574,Jordan Akins,TE,2022,11,34,HOU,2.0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,3.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3575,Mo Alie-Cox,TE,2022,11,35,IND,2.0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,2.5,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3576,Zach Gentry,TE,2022,11,36,PIT,2.0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,3.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3577,Kylen Granson,TE,2022,11,37,IND,2.0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,2.5,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3578,MyCole Pruitt,TE,2022,11,38,ATL,2.0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,2.5,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3579,Peyton Hendershot,TE,2022,11,39,DAL,1.0,0,0,0,0,0,0,0,0,0,0,1,-2,0,0,0,0,1.5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3580,O.J. Howard,TE,2022,11,40,HOU,1.0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,1.5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3581,Isaiah Likely,TE,2022,11,41,BAL,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3582,John Mundt,TE,2022,11,42,MIN,1.0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,1.5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3583,Josh Oliver,TE,2022,11,43,BAL,1.0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1.5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3584,Stone Smartt,TE,2022,11,44,LAC,1.0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,1.5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3585,Jack Stoll,TE,2022,11,45,PHI,1.0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,1.5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3586,Geoff Swaim,TE,2022,11,46,TEN,1.0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1.5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3587,Maxx Williams,TE,2022,11,47,ARI,1.0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,1.5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3588,Brett Maher,K,2022,11,0,DAL,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,22.0,4,4,4,4,3,0,0,0,0,0,0,0,0,0,0
3589,Tyler Bass,K,2022,11,1,BUF,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,21.0,1,1,6,6,1,0,0,0,0,0,0,0,0,0,0
3590,Evan McPherson,K,2022,11,2,CIN,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,15.0,4,4,3,3,1,0,0,0,0,0,0,0,0,0,0
3591,Harrison Butker,K,2022,11,3,KC,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,14.0,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0
3592,Daniel Carlson,K,2022,11,4,LV,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,14.0,1,1,4,3,2,0,0,0,0,0,0,0,0,0,0
3593,Chase McLaughlin,K,2022,11,5,IND,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,12.0,1,1,4,3,1,0,0,0,0,0,0,0,0,0,0
3594,Brandon McManus,K,2022,11,6,DEN,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,12.0,1,1,4,3,1,0,0,0,0,0,0,0,0,0,0
3595,Matthew Wright,K,2022,11,7,CIN,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,12.0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0
3596,Younghoe Koo,K,2022,11,8,ATL,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,11.0,3,3,2,2,1,0,0,0,0,0,0,0,0,0,0
3597,Joey Slye,K,2022,11,9,WAS,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,11.0,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0
3598,Matt Gay,K,2022,11,10,LA,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,10.0,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
3599,Cameron Dicker,K,2022,11,11,LAC,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,9.0,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0
3600,Wil Lutz,K,2022,11,12,NO,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,9.0,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0
3601,Robbie Gould,K,2022,11,13,SF,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,8.0,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0
3602,Michael Badgley,K,2022,11,14,DET,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,7.0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0
3603,Justin Tucker,K,2022,11,15,BAL,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,7.0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0
3604,Cairo Santos,K,2022,11,16,CHI,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,6.0,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0
3605,Jake Elliott,K,2022,11,17,PHI,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
3606,Cade York,K,2022,11,18,CLE,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
3607,Ka'imi Fairbairn,K,2022,11,19,HOU,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
3608,Nick Folk,K,2022,11,20,NE,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0
3609,Matt Prater,K,2022,11,21,ARI,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
3610,Mason Crosby,K,2022,11,22,GB,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3611,Greg Joseph,K,2022,11,23,MIN,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3612,Josh Lambo,K,2022,11,24,TEN,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3613,Eddy Pineiro,K,2022,11,25,CAR,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3614,Greg Zuerlein,K,2022,11,26,NYJ,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3615,Graham Gano,K,2022,11,27,NYG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3616,Washington Commanders,DST,2022,11,0,WAS,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,22.0,0,0,0,0,0,5.0,2,0,0,0,1,10,127,21,148
3617,New England Patriots,DST,2022,11,1,NE,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,20.0,0,0,0,0,0,4.0,0,0,0,0,1,3,44,59,103
3618,Baltimore Ravens,DST,2022,11,2,BAL,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,20.0,0,0,0,0,0,4.0,2,0,1,0,0,3,169,36,205
3619,Dallas Cowboys,DST,2022,11,3,DAL,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,19.0,0,0,0,0,0,7.0,0,0,1,0,0,3,110,73,183
3620,San Francisco 49ers,DST,2022,11,4,SF,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,14.0,0,0,0,0,0,3.0,2,0,0,0,0,10,247,67,314
3621,Detroit Lions,DST,2022,11,5,DET,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,14.0,0,0,0,0,0,2.0,2,0,1,1,0,18,324,89,413
3622,Atlanta Falcons,DST,2022,11,6,ATL,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,13.0,0,0,0,0,0,4.0,1,0,0,0,1,24,128,160,288
3623,New York Jets,DST,2022,11,7,NYJ,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,13.0,0,0,0,0,0,6.0,0,0,0,0,0,10,198,99,297
3624,Carolina Panthers,DST,2022,11,8,CAR,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,12.0,0,0,0,0,0,3.0,1,0,0,0,0,13,193,115,308
3625,Indianapolis Colts,DST,2022,11,9,IND,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,11.0,0,0,0,0,0,3.0,0,0,2,0,0,17,173,141,314
3626,Philadelphia Eagles,DST,2022,11,10,PHI,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,10.0,0,0,0,0,0,4.0,0,0,1,0,0,16,185,99,284
3627,Kansas City Chiefs,DST,2022,11,11,KC,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,10.0,0,0,0,0,0,5.0,1,0,1,0,0,27,250,115,365
3628,Las Vegas Raiders,DST,2022,11,12,LV,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,9.0,0,0,0,0,0,3.0,0,0,0,1,0,16,226,94,320
3629,New Orleans Saints,DST,2022,11,13,NO,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,8.0,0,0,0,0,0,4.0,0,0,0,0,0,20,188,148,336
3630,Tennessee Titans,DST,2022,11,14,TEN,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,7.0,0,0,0,0,0,1.0,0,0,0,1,0,17,215,56,271
3631,Green Bay Packers,DST,2022,11,15,GB,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,6.0,0,0,0,0,0,3.0,1,0,0,0,0,27,320,88,408
3632,Pittsburgh Steelers,DST,2022,11,16,PIT,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,6.0,0,0,0,0,0,2.0,2,0,0,0,0,37,346,62,408
3633,Buffalo Bills,DST,2022,11,17,BUF,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,6.0,0,0,0,0,0,1.0,0,0,1,1,0,23,316,80,396
3634,Los Angeles Rams,DST,2022,11,18,LA,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,0,0,0,0,0,4.0,0,0,0,0,0,27,235,88,323
3635,Chicago Bears,DST,2022,11,19,CHI,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,0,0,0,0,0,0.0,0,0,2,0,0,27,131,149,280
3636,Los Angeles Chargers,DST,2022,11,20,LAC,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,0,0,0,0,0,1.0,0,0,1,0,0,30,322,163,485
3637,Cleveland Browns,DST,2022,11,21,CLE,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0,0,0,0,0,2.0,0,0,0,0,0,31,186,171,357
3638,Cincinnati Bengals,DST,2022,11,22,CIN,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0,0,0,0,0,2.0,0,0,0,0,0,30,249,102,351
3639,Denver Broncos,DST,2022,11,23,DEN,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0,0,0,0,0,1.0,0,0,0,0,0,22,298,109,407
3640,Houston Texans,DST,2022,11,24,HOU,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,23,191,153,344
3641,Minnesota Vikings,DST,2022,11,25,MIN,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,40,307,151,458
3642,Arizona Cardinals,DST,2022,11,26,ARI,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,38,228,159,387
3643,New York Giants,DST,2022,11,27,NYG,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,31,165,160,325
3644,Josh Allen,QB,2022,12,1,BUF,33.0,42,24,253,2,1,0,10,78,1,0,0,0,0,0,0,0,33.0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3645,Justin Herbert,QB,2022,12,2,LAC,33.0,47,35,274,3,0,1,4,38,0,0,0,0,0,0,0,0,33.0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3646,Jalen Hurts,QB,2022,12,3,PHI,33.0,28,16,153,2,0,0,17,157,0,0,0,0,0,0,0,0,33.0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3647,Trevor Lawrence,QB,2022,12,4,JAX,31.0,37,29,321,3,0,1,2,1,0,0,0,0,0,0,1,0,31.0,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3648,Mike White,QB,2022,12,5,NYJ,30.0,28,22,315,3,0,0,3,2,0,0,0,0,0,0,0,0,30.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3649,Kyler Murray,QB,2022,12,6,ARI,28.0,29,18,191,2,1,0,7,56,1,0,0,0,0,0,0,0,28.0,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3650,Kirk Cousins,QB,2022,12,7,MIN,27.0,37,30,299,3,1,0,1,-1,0,0,0,0,0,0,0,0,27.0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3651,Mac Jones,QB,2022,12,8,NE,27.0,39,28,382,2,0,0,0,0,0,0,0,0,0,0,0,0,27.0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3652,Derek Carr,QB,2022,12,9,LV,26.0,36,25,295,3,2,0,2,10,0,0,0,0,0,0,0,0,26.0,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3653,Lamar Jackson,QB,2022,12,10,BAL,25.0,32,16,254,1,0,1,14,89,0,0,0,0,0,0,1,0,25.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3654,Geno Smith,QB,2022,12,11,SEA,24.0,37,27,328,2,1,0,5,22,0,0,0,0,0,0,1,0,24.0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3655,Tom Brady,QB,2022,12,12,TB,21.0,43,29,246,2,0,0,1,2,0,0,0,0,0,0,0,0,21.0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3656,Jared Goff,QB,2022,12,13,DET,21.0,37,23,240,2,0,0,0,0,0,0,0,0,0,0,0,0,21.0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3657,Joe Burrow,QB,2022,12,14,CIN,19.0,37,22,270,1,0,0,9,32,0,0,0,0,0,0,0,0,19.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3658,Patrick Mahomes,QB,2022,12,15,KC,19.0,42,27,320,1,1,0,4,36,0,0,0,0,0,0,0,0,19.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3659,Sam Darnold,QB,2022,12,16,CAR,18.0,19,11,164,1,0,0,3,3,1,0,0,0,0,0,0,0,18.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3660,Dak Prescott,QB,2022,12,17,DAL,18.0,30,21,261,2,2,0,2,4,0,0,0,0,0,0,0,0,18.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3661,Tua Tagovailoa,QB,2022,12,18,MIA,17.0,36,22,299,1,0,0,0,0,0,0,0,0,0,0,0,0,17.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3662,Daniel Jones,QB,2022,12,19,NYG,16.0,35,21,228,1,0,0,3,14,0,0,0,0,0,0,0,0,16.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3663,Taylor Heinicke,QB,2022,12,20,WAS,15.0,23,14,138,2,1,0,1,-1,0,0,0,0,0,0,0,0,15.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3664,Jacoby Brissett,QB,2022,12,21,CLE,14.0,37,23,210,1,1,0,2,27,0,0,0,0,0,0,0,0,14.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3665,Jimmy Garoppolo,QB,2022,12,22,SF,14.0,37,26,222,1,0,0,4,4,0,0,0,0,0,0,0,0,14.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3666,Marcus Mariota,QB,2022,12,23,ATL,14.0,25,15,174,1,1,0,6,49,0,0,0,0,0,0,0,0,14.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3667,Aaron Rodgers,QB,2022,12,24,GB,13.0,16,11,140,2,2,0,1,-1,0,0,0,0,0,0,0,0,13.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3668,Matt Ryan,QB,2022,12,25,PIT,12.0,34,22,199,1,1,0,4,22,0,0,0,0,0,0,1,0,12.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3669,Kyle Allen,QB,2022,12,26,HOU,11.0,39,26,215,1,2,0,4,12,0,0,0,0,0,0,0,0,11.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3670,Kenny Pickett,QB,2022,12,27,PIT,11.0,28,20,174,0,0,1,6,32,0,0,0,0,0,0,0,0,11.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3671,Trevor Siemian,QB,2022,12,28,CHI,11.0,25,14,179,1,1,0,4,8,0,0,0,0,0,0,0,0,11.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3672,Ryan Tannehill,QB,2022,12,29,TEN,11.0,34,22,291,0,0,0,2,9,0,0,0,0,0,0,0,0,11.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3673,Andy Dalton,QB,2022,12,30,NO,10.0,29,18,204,0,0,0,4,21,0,0,0,0,0,0,0,0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3674,Jordan Love,QB,2022,12,31,GB,10.0,9,6,113,1,0,0,0,0,0,0,0,0,0,0,0,0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3675,Bryce Perkins,QB,2022,12,32,LA,10.0,23,13,100,1,2,0,9,44,0,0,0,0,0,0,0,0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3676,Russell Wilson,QB,2022,12,33,DEN,10.0,35,19,142,1,0,0,2,8,0,0,0,0,0,0,1,0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3677,Skylar Thompson,QB,2022,12,34,MIA,-1.0,5,1,6,0,0,0,6,5,0,0,0,0,0,0,1,0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3678,Josh Jacobs,RB,2022,12,1,LV,47.0,0,0,0,0,0,0,33,229,2,0,6,74,0,0,0,0,50.0,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3679,Miles Sanders,RB,2022,12,2,PHI,30.0,0,0,0,0,0,0,21,143,2,0,3,17,0,0,0,0,31.5,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3680,Austin Ekeler,RB,2022,12,3,LAC,25.0,0,0,0,0,0,0,5,20,0,0,11,60,1,0,0,0,30.5,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3681,James Conner,RB,2022,12,4,ARI,22.0,0,0,0,0,0,0,25,120,0,0,3,20,1,0,1,0,23.5,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3682,Brian Robinson,RB,2022,12,5,WAS,20.0,0,0,0,0,0,0,18,105,0,0,2,20,1,0,0,0,21.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3683,Nick Chubb,RB,2022,12,6,CLE,19.0,0,0,0,0,0,0,26,116,1,0,1,16,0,0,0,0,19.5,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3684,JaMycal Hasty,RB,2022,12,7,JAX,19.0,0,0,0,0,0,0,12,28,0,0,5,67,1,0,0,0,21.5,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3685,Rhamondre Stevenson,RB,2022,12,8,NE,19.0,0,0,0,0,0,0,7,36,0,0,9,76,0,0,0,0,23.5,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3686,Rachaad White,RB,2022,12,9,TB,19.0,0,0,0,0,0,0,14,64,0,0,9,45,0,0,0,0,23.5,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3687,Aaron Jones,RB,2022,12,10,GB,18.0,0,0,0,0,0,0,12,43,0,0,3,56,1,0,0,0,19.5,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3688,Samaje Perine,RB,2022,12,11,CIN,18.0,0,0,0,0,0,0,17,58,1,0,4,35,0,0,0,0,20.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3689,Jonathan Taylor,RB,2022,12,12,IND,18.0,0,0,0,0,0,0,20,86,1,0,3,12,0,0,0,0,19.5,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3690,AJ Dillon,RB,2022,12,13,GB,17.0,0,0,0,0,0,0,8,64,1,0,3,24,0,0,0,0,18.5,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3691,Ezekiel Elliott,RB,2022,12,14,DAL,16.0,0,0,0,0,0,0,16,92,1,0,1,3,0,0,0,0,16.5,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3692,Kenneth Walker,RB,2022,12,15,SEA,16.0,0,0,0,0,0,0,14,26,2,0,1,13,0,0,0,0,16.5,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3693,Saquon Barkley,RB,2022,12,16,NYG,14.0,0,0,0,0,0,0,11,39,1,0,4,13,0,0,0,0,16.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3694,Ty Johnson,RB,2022,12,17,NYJ,14.0,0,0,0,0,0,0,5,62,1,0,1,16,0,0,0,0,14.5,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3695,Isiah Pacheco,RB,2022,12,18,KC,14.0,0,0,0,0,0,0,22,69,1,0,1,17,0,0,0,0,14.5,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3696,Ameer Abdullah,RB,2022,12,19,LV,13.0,0,0,0,0,0,0,3,16,0,0,3,39,1,0,0,0,14.5,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3697,Derrick Henry,RB,2022,12,20,TEN,13.0,0,0,0,0,0,0,17,38,0,0,3,79,0,0,0,0,14.5,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3698,David Montgomery,RB,2022,12,21,CHI,13.0,0,0,0,0,0,0,14,79,0,0,3,34,0,0,0,0,14.5,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3699,Benjamin Snell,RB,2022,12,22,PIT,13.0,0,0,0,0,0,0,12,62,1,0,1,6,0,0,0,0,13.5,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3700,Travis Homer,RB,2022,12,23,SEA,12.0,0,0,0,0,0,0,2,8,0,0,2,45,1,0,0,0,13.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
